"id","site","genera","sex","mass_log","age","taken_blood","tested_tissue5s","tested_tissue16s","path_presence","hel_presence","hel_load","hel_rich","tic_presence","tic_load","tic_rich","path_rich","macro_load","site_area_log","site_path_rich","site_vert_rich","site_rod_shan","site_pred_shan","site_qil_18","hel_load_log","tic_load_log","date","species","overall_infection"
"A316","WH","PERO","F",1.414973348,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0,"4/3/18","PETR","Negative"
"A317","WH","PERO","F",NA,"A",0,0,0,0,0,0,0,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,0,"4/3/18","PETR","Negative"
"A318","SLRP","PERO","M",1.457881897,"A",NA,0,0,0,0,0,0,1,2,1,1,2,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,1.09861228866811,"4/27/18","PETR","Negative"
"A319","SLRP","NEFU","M",2.45331834,"A",NA,0,0,0,1,1,1,1,4,3,4,5,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0.693147180559945,1.6094379124341,"4/27/18","NEFU","Negative"
"A320","SLRP","PERO","F",1.40654018,"A",NA,0,0,0,NA,NA,NA,1,1,1,1,1,1.1712554,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,"4/27/18","PETR","Negative"
"A321","HOS","PERO","M",NA,"A",0,0,0,0,0,0,0,1,5,1,1,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.79175946922805,"4/30/18","PETR","Negative"
"A323","HOS","PERO","M",1.423245874,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,"4/30/18","PETR","Negative"
"A324","HOS","PERO","F",1.484299839,"A",NA,0,0,0,0,0,0,1,3,2,2,3,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.38629436111989,"4/30/18","PETR","Negative"
"A325","HOS","NEFU","F",2.181843588,"A",NA,0,0,0,0,0,0,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945,"4/30/18","NEFU","Negative"
"A334","CCSP","NEFU","M",2.470263447,"A",0,0,NA,0,1,22,1,1,22,1,2,44,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,3.13549421592915,3.13549421592915,"4/19/18","NEFU","Negative"
"A334","CCSP","NEFU","M",2.470263447,"A",0,0,NA,0,1,22,1,1,22,1,2,44,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,3.13549421592915,3.13549421592915,"3/29/18","NEFU","Negative"
"A335","WH","NEFU","F",2.380211242,"A",NA,1,0,1,1,20,1,1,24,1,3,44,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,3.04452243772342,3.2188758248682,"4/3/18","NEFU","BBSL"
"A336","WH","PERO","F",1.371067862,"A",1,0,0,1,0,0,0,0,0,0,1,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,0,"4/3/18","PETR","BARF"
"A337","WH","PERO","M",1,"J",NA,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0,"4/3/18","PETR","Negative"
"A37","WP","PERO","F",1.556302501,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-2.067145,-1.41983012,1.5102113,0.71072504,0.7281536,-0.93062244,NA,0,"5/7/18","PECA","Negative"
"A40","WP","NEFU","F",2.353146546,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,-2.067145,-1.41983012,1.5102113,0.71072504,0.7281536,-0.93062244,NA,0,"5/7/18","NEFU","Negative"
"A41","WP","NEFU","F",2.369215857,"A",NA,0,NA,0,1,5,2,0,0,0,2,5,-2.067145,-1.41983012,1.5102113,0.71072504,0.7281536,-0.93062244,1.79175946922805,0,"5/7/18","NEFU","Negative"
"A559","CCSP","PERO","M",1.352182518,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,"4/19/18","PEMA","Negative"
"A560","CCSP","PERO","M",1.33243846,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,"4/19/18","PEMA","Negative"
"A562","LFY","PERO","F",1.491361694,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0,"4/23/18","PETR","Negative"
"A563","LFY","PERO","F",1.582063363,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0,"4/23/18","PETR","Negative"
"A564","LFY","PERO","M",1.238046103,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0,"4/23/18","PETR","Negative"
"A565","LFY","PERO",NA,1.311753861,"A",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,0,"4/23/18","PETR","Negative"
"A566","LFY","PERO","M",1.471291711,"A",NA,0,NA,0,NA,NA,NA,1,3,2,2,3,0.1665657,-1.41983012,0.7130846,0.49129622,1.909535,-0.67612483,NA,1.38629436111989,"4/23/18","PETR","Negative"
