"site","id","genera","sex","mass_log","age","taken_blood","tested_tissue5s","tested_tissue16s","path_presence","hel_presence","hel_load","hel_rich","tic_presence","tic_load","tic_rich","path_rich","macro_load","site_area_log","site_path_rich","site_vert_rich","site_rod_shan","site_pred_shan","site_qil_18","hel_load_log","tic_load_log"
"WH","A311","PERO","M",1.414973348,"A",0,0,0,0,NA,NA,NA,1,1,1,1,1,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0.693147180559945
"WH","A314","PERO","M",1.716003344,"A",0,0,0,0,NA,NA,NA,1,1,1,1,1,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0.693147180559945
"WH","A315","PERO","F",1.51851394,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A316","PERO","F",1.414973348,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A317","PERO","F",NA,"A",0,0,0,0,0,0,0,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,0
"WH","A335","NEFU","F",2.380211242,"A",NA,1,0,1,1,20,1,1,24,1,3,44,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,3.04452243772342,3.2188758248682
"WH","A336","PERO","F",1.371067862,"A",1,0,0,1,0,0,0,0,0,0,1,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,0
"WH","A337","PERO","M",1,"J",NA,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A4","PERO","M",1.322219295,"A",0,1,1,1,0,0,0,1,3,2,3,3,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,1.38629436111989
"WH","A5","PERO","M",1.431363764,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A51","PERO","F",1.33243846,"A",0,1,1,1,0,0,0,0,0,0,1,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,0
"WH","A6","PERO","F",1.770852012,"A",NA,0,0,0,1,1,1,1,1,1,2,2,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0.693147180559945,0.693147180559945
"WH","A618","PERO","M",1.643452676,"A",0,1,0,1,0,0,0,0,0,0,1,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,0
"WH","A619","PERO","F",1.278753601,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A620","NEFU","M",1.77815125,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A621","PERO","M",1.380211242,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A622","PERO","F",1.618048097,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A623","PERO","F",1.505149978,"A",1,0,0,1,0,0,0,0,0,0,1,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,0
"WH","A624","PERO","M",1.447158031,"A",0,0,0,0,0,0,0,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,0
"WH","A625","NEFU","M",1.361727836,"A",0,0,0,0,NA,NA,NA,1,2,1,1,2,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,1.09861228866811
"WH","A639","PERO","F",1.204119983,"J",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A640","PERO","M",1.462397998,"A",0,0,0,0,NA,NA,NA,1,1,1,1,1,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0.693147180559945
"WH","A641","PERO","M",1.301029996,"A",1,1,1,1,0,0,0,1,4,3,5,4,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,1.6094379124341
"WH","A649","NEFU",NA,NA,"A",NA,0,0,0,NA,NA,NA,1,7,1,1,7,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,2.07944154167984
"WH","A7","PERO","F",1.556302501,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A8","NEFU","M",1.414973348,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A9","PERO","M",1.58546073,"A",0,0,0,0,NA,NA,NA,1,1,1,1,1,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0.693147180559945
"WH","A962","PERO","M",1.51851394,"A",0,0,0,0,NA,NA,NA,1,1,1,1,1,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0.693147180559945
"WH","A964","PERO","M",1.568201724,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A965","PERO","M",1.447158031,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A966","PERO","M",1.176091259,"A",1,0,0,1,0,0,0,1,1,1,2,1,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,0,0.693147180559945
"WH","A967","PERO","M",1.176091259,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A970","PERO","M",1.361727836,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A972","PERO","F",1.431363764,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A973","PERO","F",1.447158031,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
"WH","A975","PERO","M",1.643452676,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,1.3816875,1.45658948,0.7130846,0.53518198,0.8699194,-0.72127764,NA,0
